year,month,temperature
2012,06,1.5
2012,07,1.74
2012,08,1.33
2012,09,1.42
2012,10,0.11
2012,11,0.27
2012,12,0.61
2013,01,1.54
2013,02,1.48
2013,03,0.23
2013,04,-1.17
2013,05,0.51
2013,06,1.39
2013,07,0.51
2013,08,1.0
2013,09,1.41
2013,10,1.02
2013,11,0.07
2013,12,-1.61
2014,01,1.83
2014,02,-0.94
2014,03,-0.94
2014,04,-0.01
2014,05,0.8
2014,06,0.9
2014,07,0.51
2014,08,0.86
2014,09,0.77
2014,10,1.4
2014,11,-0.65
2014,12,2.5
2015,01,1.88
2015,02,-0.49
2015,03,1.86
2015,04,1.25
2015,05,1.09
2015,06,1.46
2015,07,0.62
2015,08,0.81
2015,09,1.52
2015,10,1.41
2015,11,1.93
2015,12,3.19
2016,01,3.34
2016,02,3.09
2016,03,3.09
2016,04,1.28
2016,05,1.35
2016,06,1.68
2016,07,1.24
2016,08,1.29
2016,09,1.4
2016,10,1.32
2016,11,3.57
2016,12,0.43
2017,01,3.15
2017,02,3.2
2017,03,1.21
2017,04,1.19
2017,05,1.02
2017,06,1.11
2017,07,1.19
2017,08,0.75
2017,09,1.42
2017,10,1.33
2017,11,0.76
2017,12,1.61
2018,01,1.83
2018,02,0.53
2018,03,1.51
2018,04,-0.77
2018,05,1.88
2018,06,1.25
2018,07,1.17
2018,08,0.78
2018,09,0.31
2018,10,-0.16
2018,11,-0.12
2018,12,2.3
2019,01,1.59
2019,02,-0.93
2019,03,1.63
2019,04,1.18
2019,05,0.43
2019,06,0.67
2019,07,1.03
2019,08,0.82
2019,09,1.73
2019,10,0.23
2019,11,0.83
2019,12,1.7
2020,01,2.16
2020,02,1.2
2020,03,1.38
2020,04,0.04
2020,05,0.55
2020,06,0.95
2020,07,1.33
2020,08,1.54
2020,09,0.74
2020,10,-0.05
2020,11,1.48
2020,12,2.63
2021,01,3.91
2021,02,-1.35
2021,03,1.97
2021,04,0.76
2021,05,0.35
2021,06,2.0
2021,07,1.21
2021,08,1.17
