year,month,temperature
2009,01,0.78
2009,02,1.14
2009,03,0.89
2009,04,0.66
2009,05,0.77
2009,06,1.24
2009,07,0.99
2009,08,1.06
2009,09,0.95
2009,10,1.0
2009,11,0.57
2009,12,1.44
2010,01,1.6
2010,02,2.55
2010,03,1.79
2010,04,1.95
2010,05,1.48
2010,06,1.1
2010,07,1.05
2010,08,1.04
2010,09,0.96
2010,10,1.21
2010,11,1.31
2010,12,1.07
2011,01,0.7
2011,02,0.89
2011,03,1.2
2011,04,0.93
2011,05,0.92
2011,06,0.87
2011,07,1.0
2011,08,0.83
2011,09,1.01
2011,10,0.59
2011,11,0.38
2011,12,0.0
2012,01,0.18
2012,02,0.47
2012,03,0.55
2012,04,0.86
2012,05,1.04
2012,06,0.9
2012,07,0.84
2012,08,0.9
2012,09,0.66
2012,10,1.16
2012,11,1.43
2012,12,0.71
2013,01,1.01
2013,02,1.14
2013,03,1.86
2013,04,0.82
2013,05,0.93
2013,06,0.86
2013,07,0.87
2013,08,0.48
2013,09,0.8
2013,10,0.75
2013,11,0.89
2013,12,0.48
2014,01,1.18
2014,02,0.62
2014,03,0.8
2014,04,1.08
2014,05,1.03
2014,06,1.03
2014,07,1.2
2014,08,1.01
2014,09,1.03
2014,10,0.86
2014,11,0.79
2014,12,0.77
2015,01,0.36
2015,02,1.23
2015,03,0.94
2015,04,0.77
2015,05,1.56
2015,06,1.16
2015,07,1.35
2015,08,1.55
2015,09,1.3
2015,10,1.85
2015,11,0.9
2015,12,0.6
2016,01,1.31
2016,02,1.39
2016,03,1.91
2016,04,1.85
2016,05,1.31
2016,06,1.18
2016,07,0.95
2016,08,1.21
2016,09,1.26
2016,10,1.54
2016,11,1.48
2016,12,1.45
2017,01,0.92
2017,02,0.8
2017,03,1.08
2017,04,1.21
2017,05,1.5
2017,06,1.28
2017,07,1.28
2017,08,1.18
2017,09,1.45
2017,10,0.9
2017,11,0.65
2017,12,0.85
2018,01,0.52
2018,02,1.4
2018,03,1.47
2018,04,1.12
2018,05,1.2
2018,06,0.95
2018,07,1.31
2018,08,1.05
2018,09,1.13
2018,10,1.05
2018,11,1.13
2018,12,1.09
2019,01,0.98
2019,02,0.69
2019,03,1.24
2019,04,1.3
2019,05,1.54
2019,06,1.33
2019,07,1.48
2019,08,1.4
2019,09,1.29
2019,10,1.29
2019,11,1.53
2019,12,1.26
2020,01,0.64
2020,02,1.1
2020,03,1.28
2020,04,1.48
2020,05,1.46
2020,06,1.34
2020,07,1.11
2020,08,1.02
2020,09,1.06
2020,10,1.16
2020,11,0.85
2020,12,1.58
2021,01,1.62
2021,02,0.82
2021,03,1.12
2021,04,1.37
2021,05,1.45
2021,06,1.45
2021,07,1.21
2021,08,1.34
